"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Loh Y.W.; Mortara L.","Loh, Ying Wan (57195285649); Mortara, Letizia (23973653700)","57195285649; 23973653700","How to measure technology intelligence?","2017","International Journal of Technology Intelligence and Planning","11","3","","187","211","24","6","10.1504/IJTIP.2017.085478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026755318&doi=10.1504%2fIJTIP.2017.085478&partnerID=40&md5=a6ce07d9c82c7c0e36edc6e432dda72d","Technology intelligence (TI) is an activity that supports decisionmaking at many levels. However, practitioners often find that evaluating the quality of TI activities can be very challenging. Whilst several papers in current literature discuss performance assessments in innovation contexts, less research specifically addresses the issue of performance measurement for TI. This paper aims to start to fill this gap by developing empirical evidence about the current evaluation methods adopted in industry, and the challenges posed by the metrics used in assessing TI. A framework is proposed, which suggests that the metrics used for TI follow two logics: The first is that they are activity- or outcome-based, and the second is that they apply either to specific projects or to the entire firm. This classification of metrics could help practitioners structure their future measuring and evaluating strategies. © 2017 Inderscience Enterprises Ltd.","assessment; decision-making; effectiveness; efficiency; evaluation; information quality; innovation management measurement; metrics; open innovation; performance measure; technology intelligence; technology scouting","Efficiency; Quality control; assessment; effectiveness; evaluation; Information quality; Innovation management; metrics; Open innovation; Performance measure; Technology intelligence; Technology scouting; Decision making","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85026755318"
"Michelino F.; Cammarano A.; Lamberti E.; Caputo M.","Michelino, Francesca (35183740900); Cammarano, Antonello (56320485200); Lamberti, Emilia (56320159000); Caputo, Mauro (7102895180)","35183740900; 56320485200; 56320159000; 7102895180","Innovation strategies and open innovation: A framework based on patent data and accounting metrics","2015","Proceedings of the 25th International Business Information Management Association Conference - Innovation Vision 2020: From Regional Development Sustainability to Global Economic Growth, IBIMA 2015","","","","965","974","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947588508&partnerID=40&md5=2cda4a393ab2bc849a84daa7c6341dc7","The paper analyses innovation strategies of bio-pharmaceutical companies and relates them to context features, open innovation adoption and financial performances. Innovation strategies are defined through the use of patent data as the combination of five elements: patent applications, body of knowledge, patent scope, technological strategy and technological focalization/differentiation. Open innovation adoption is evaluated through an accounting approach by examining all the costs, revenues, new investments and divestments of intangibles related to open transactions. The work relies on empirical data on a sample of 102 R&D intense bio-pharmaceutical companies. Results show that patent applications, body of knowledge and technological differentiation are positively correlated each other. Further, they exhibit a positive correlation with firm size, age and financial performances and a negative one with open innovation adoption, in particular as to operational outbound practices. The paper contributes to the research on innovation by providing a comprehensive framework for the definition of innovation strategies through the use of standardized and objective data.","Accounting data; Bio-pharmaceutical; Exploitation vs. exploration; Innovation strategy; Open innovation; Patent data","Economics; Information management; Innovation; Regional planning; Sustainable development; Bio pharmaceuticals; Body of knowledge; Financial performance; Innovation strategy; Open innovation; Patent applications; Patent datum; Positive correlations; Patents and inventions","Conference paper","Final","","Scopus","2-s2.0-84947588508"
"Pap J.; Mako C.; Illessy M.; Kis N.; Mosavi A.","Pap, Jozsef (57224545940); Mako, Csaba (6508289335); Illessy, Miklos (55446797900); Kis, Norbert (58029106700); Mosavi, Amir (57191408081)","57224545940; 6508289335; 55446797900; 58029106700; 57191408081","Modeling Organizational Performance with Machine Learning","2022","Journal of Open Innovation: Technology, Market, and Complexity","8","4","177","","","","8","10.3390/joitmc8040177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144694318&doi=10.3390%2fjoitmc8040177&partnerID=40&md5=25b4138b710de6d3addb6fa46111d691","Identifying the performance factors of organizations is of utmost importance for labor studies for both empirical and theoretical research. The present study investigates the essential intra- and extra-organizational factors in determining the performance of firms using the European Company Survey (ECS) 2019 framework. The evolutionary computation method of genetic algorithm and the machine learning method of Bayesian additive regression trees (BART), are used to model the importance of each of the intra- and extra-organizational factors in identifying the firms’ performance as well as employee well-being. The standard metrics are further used to evaluate the accuracy of the proposed method. The mean value of the evaluation metrics for the accuracy of the impact of intra- and extra-organizational factors on firm performance are MAE = 0.225, MSE = 0.065, RMSE = 0.2525, and R2 = 0.9125, and the value of these metrics for the accuracy of the impact of intra- and extra-organizational factors on employee well-being are MAE = 0.18, MSE = 0.0525, RMSE = 0.2275, and R2 = 0.88. The low values of MAE, MSE and RMSE, and the high value of R2, indicate the high level of accuracy of the proposed method. The results revealed that the two variables of work organization and innovation are essential in improving firm performance well-being, and that the variables of collaboration and outsourcing, as well as job complexity and autonomy, have the greatest role in improving firm performance. © 2022 by the authors.","artificial intelligence; Bayesian additive regression trees; big data; deep learning; firm performance; machine learning; management; open innovation; organizational performance; social science","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85144694318"
"","","","Proceedings of the 11th International Symposium on Open Collaboration, OPENSYM 2015","2015","Proceedings of the 11th International Symposium on Open Collaboration, OPENSYM 2015","","","","","","137","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963517188&partnerID=40&md5=a257a4941efcad5ea40ce71fba07c867","The proceedings contain 22 papers. The topics discussed include: a multiple case study of small free software businesses as social entrepreneurships; utilization and development contribution of open source software in Japanese IT companies: an exploratory study of the effect on business growth (2nd report based on 2014 survey); on the openness of digital platforms/ecosystems; software patents: a replication study; the floss history in Japan: an ethnographic approach; measuring the crowd - a preliminary taxonomy of crowdsourcing metrics; open innovation for innovation tools: the case of co-design platforms; toward understanding new feature request systems as participation architectures for supporting open innovation; public domain rank: identifying notable individuals with the wisdom of the crowd; and tool-mediated coordination of virtual teams in complex systems.","","","Conference review","Final","","Scopus","2-s2.0-84963517188"
"Zhang Z.; Kulathinal R.; Wattal S.; Yoo Y.","Zhang, Zhewei (55904629800); Kulathinal, Rob (57208459339); Wattal, Sunil (17344588700); Yoo, Youngjin (7201926488)","55904629800; 57208459339; 17344588700; 7201926488","Generative diffusion of innovations: An organizational genetics approach","2012","International Conference on Information Systems, ICIS 2012","1","","","834","843","9","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886562871&partnerID=40&md5=ce7e3e9d100148d1304360ef980f5cf9","Innovation in open ecosystems such as open source software is characterized by generative diffusion, the property of such ecosystems to evolve and change over time through the actions of uncoordinated participants. In this research, we contend that existing models of diffusion are not adequate to capture the multi-faceted nature of generative diffusion. To address this challenge, we use concepts from biological sciences to propose a multi-dimensional perspective to study generative diffusion, and construct three metrics: proliferation, evolvability, and temporality. Further, we use techniques inspired by genetics to measure these constructs in the context of open source software. In this research in progress manuscript, we demonstrate the applicability of our work with one example of an open source software project. This study makes an immense contribution not only to the study of open innovation, but also makes a methodological contribution by introducing the use of evolutionary genetics to study digital artifacts.","Diffusion of innovation; Generativity; Open source software development; Phylogenetic analysis","Computer software; Ecosystems; Information systems; Diffusion of innovations; Evolutionary genetics; Generativity; Methodological contributions; Open Source Software; Open source software development; Open source software projects; Phylogenetic analysis; Chromosomes","Conference paper","Final","","Scopus","2-s2.0-84886562871"
"Manetti A.; Ferrer-Sapena A.; Sánchez-Pérez E.A.; Lara-Navarra P.","Manetti, Alessandro (57222591469); Ferrer-Sapena, Antonia (23392594000); Sánchez-Pérez, Enrique A. (6603585596); Lara-Navarra, Pablo (16480589000)","57222591469; 23392594000; 6603585596; 16480589000","Design trend forecasting by combining conceptual analysis and semantic projections: New tools for open innovation","2021","Journal of Open Innovation: Technology, Market, and Complexity","7","1","92","","","","5","10.3390/JOITMC7010092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103328260&doi=10.3390%2fJOITMC7010092&partnerID=40&md5=a5cd2e5823bed0a492dd81a06d1493e0","In this paper, we describe a new trend analysis and forecasting method (Deflexor), which is intended to help inform decisions in almost any field of human social activity, including, for example, business, art and design. As a result of the combination of conceptual analysis, fuzzy mathematics and some new reinforcing learning methods, we propose an automatic procedure based on Big Data that provides an assessment of the evolution of design trends. The resulting tool can be used to study general trends in any field—depending on the data sets used—while allowing the evaluation of the future acceptance of a particular design product, becoming in this way, a new instrument for Open Innovation. The mathematical characterization of what is a semantic projection, together with the use of the theory of Lipschitz functions in metric spaces, provides a broad-spectrum predictive tool. Although the results depend on the data sets used, the periods of updating and the sources of general information, our model allows for the creation of specific tools for trend analysis in particular fields that are adaptable to different environments. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Forecasting; Fuzzy set; Lipschitz function; Reinforcement learning; Trend","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85103328260"
"Fridhi B.","Fridhi, Bechir (57221383982)","57221383982","The impact of digital marketing on the performance of firms in Tunisia","2022","Applied Marketing Analytics","8","2","","192","205","13","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143596315&partnerID=40&md5=78a18886f994db2c1e3b54c2adfbbe11","The objective of this study is to examine digital marketing in Tunisia and its benefits as a business model used by Tunisian businesses and to determine the influence of digital transformation on the performance of firms in Tunisia. In addition, the objective of our empirical survey is to define the capacities and skills essential to the success of a digital transformation. The study focused on: (1) establishing the extent to which digital marketing has been adopted by firms in Tunisia and (2) determining the influence of digital transformation on the open innovation performance of Tunisian firms. The result of the integration of techno-log ical power into the management of enterprises gives rise to a digitalisation that disrupts marketing strategies, significantly contributing to the creation of new business models. The results revealed that the use of digital marketing is significantly linked to three open innovation performance metrics: increased revenue, acquisition of new customers and retention of existing customers. This open innovation performance also has a positive and significant relationship with the use of digital channels by customers, showing that cus-tom ers using digital channels in their purchasing process will tend to buy, consume and be more loyal than customers using the classic channels. © Henry Stewart Publications 2054-7544 (2022).","digital marketing; digital transformation; open innovation performance; partial least square (PLS) approach","","Article","Final","","Scopus","2-s2.0-85143596315"
"Lee C.-S.; Wong K.D.","Lee, Chien-Sing (57205431488); Wong, K. Daniel (7404759243)","57205431488; 7404759243","Towards Self-adaptive/Reflective Co-managed Open Generativity to Augment Absorptive-multiplicative-relational Capabilities/Capacities","2022","IEEE International Conference on Industrial Engineering and Engineering Management","2022-December","","","52","56","4","2","10.1109/IEEM55944.2022.9989957","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146331108&doi=10.1109%2fIEEM55944.2022.9989957&partnerID=40&md5=904d9cd1e195d2a61fbb8c97094b2baa","With the increased popularity of open innovation (OI), we hypothesize that if the epistemology is open, harmonious, expansive, regulated with global - local metrics, positive non-reductionist co-evolutions of (eco)systems may develop. However, in line with the Capability Maturity Model, there is a need to improve absorptive, multiplicative and relational capability/capacity. As such, it is critical to develop sparks for knowledge-transfer, in diverse entrepreneurial channels and ecosystems, simulating pockets of interconnected-multi-channel conventional-augmented-metaverse realities-ecosystems. The goal of the study is to work towards sustainable investments across United Nations Sustainable Development Goals, in relation to the Information Architecture Society's 5 pillars. Requirements engineering involves reviewing literature on open innovations, generative systems, multi-disciplinary optimization, and sustainable investment. This leads to derivation of a research model. To increase capability and capacity, sustainable investing games, as reflective and analogous mediators/scaffolds are proposed. Hopefully, over time, differentiated criteria and weights can be derived, applicable across co-evolving business models and contexts, for the development of self-adaptive but co-managed socio-economic-technological generativity and sustainability.  © 2022 IEEE.","adaptive; analogical games; generative co-evolving (eco)systems; interaction and design patterns; recommender systems; reflective; Sustainability across-SDGs","Economics; Ecosystems; Knowledge management; Requirements engineering; Adaptive; Analogical game; Design Patterns; ECO systems; Generative co-evolving (eco)system; Generativity; Interaction pattern; Reflective; Relational capabilities; Sustainability across-SDG; Sustainable development","Conference paper","Final","","Scopus","2-s2.0-85146331108"
"Ricard W.; Grandadam D.; Prado-Saldanha F.; Cohendet P.; Stojak L.","Ricard, William (56682042100); Grandadam, David (35088198800); Prado-Saldanha, Fabio (56741433800); Cohendet, Patrick (6602685833); Stojak, Lucy (6504764969)","56682042100; 35088198800; 56741433800; 6602685833; 6504764969","A new perspective on innovation in space and its implications on the tools and measures used to assess the indirect impacts of public investment in the space sector","2014","Proceedings of the International Astronautical Congress, IAC","13","","","9260","9265","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938117643&partnerID=40&md5=1e346001c950a6ac7deea24e628432ce","Since the 1960s, various methods have been used by major space agencies to measure the economic returns to space-related research and development. A number of approaches have been taken, including microeconomic analyses of specific technologies and macroeconomic modelling of long-term productivity gains. Most of these approaches have estimated very positive returns to investments in space. The problem is that these approaches have generally been carried out in an economic context, which no longer characterizes today's open economy, this calling for new ways to measure the tangible benefits in return for the considerable sums invested. The way to conceive technological transfer, R&D policies, collaborative modes, and evaluation procedures have changed in an open context. Such a context offers an opportunity to revisit and update the main methods and tools used to measure the economic, societal and environmental benefits from space (in particular with regards to industry-government-university partnerships, user communities, collaboration within and between these communities, and so on). The wide variety of assumptions behind existing models often limit the range of results. Moreover, many controversies remain as to the interpretation of these results. In this paper, we present the preliminary results of a three-year study, carried out on behalf of the Canadian Space Agency, on the state of the Canadian space sector. We focus on the limitations of the methodologies used to assess the indirect economic and societal impacts of public investment in space in an open innovation context. We present a new perspective on innovation in space in which innovation is not so much driven by spin-offs from the space industry, as it is by spin-ins from various terrestrial industries. This finding impacts strongly the way we measure indirect economic impacts and calls for new metrics. These new metrics should be helpful for governments and national space agencies to support long-term planification of public investments in the space sector, in order to protect and develop a national competitive advantage in niche markets with an emphasis in commercialization of space technologies on Earth and space applications.","","Competition; Economic and social effects; Economics; Industrial economics; Investments; Productivity; Space applications; Canadian Space Agency; Environmental benefits; Industry government; Microeconomic analysis; National competitive advantages; Research and development; Technological transfer; University partnership; Earth (planet)","Conference paper","Final","","Scopus","2-s2.0-84938117643"
"Michelino F.; Cammarano A.; Lamberti E.; Caputo M.","Michelino, Francesca (35183740900); Cammarano, Antonello (56320485200); Lamberti, Emilia (56320159000); Caputo, Mauro (7102895180)","35183740900; 56320485200; 56320159000; 7102895180","Measurement of open innovation through intellectual capital flows: Framework and application","2014","International Journal of Intelligent Enterprise","2","2-3","","213","235","22","27","10.1504/IJIE.2014.066679","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920382623&doi=10.1504%2fIJIE.2014.066679&partnerID=40&md5=bdde66d571e904abe3e075923c5d361e","The paper suggests a methodology for measuring companies' openness degree through accounting data and providing a relation between open innovation activities and intellectual capital components. Four openness dimensions are defined and a synthetic measure of openness is suggested. The model is applied to a sample of 126 world top R&D spending companies in the bio-pharmaceutical industry for the period 2008-2012. Results show a negative correlation of openness with firm age, dimension and efficiency and a positive correlation with R&D intensity, with biotech companies being more open than pharmaceutical ones. Further, the most relevant component of openness is represented by the revenues deriving from joint development projects, out-licensing and R&D outsourcing. The paper contributes to the existing research by suggesting inbound and outbound metrics for open innovation and by underlining the role of intellectual capital. The framework can be used for monitoring and benchmarking the openness degree of companies with competitors. Copyright © 2014 Inderscience Enterprises Ltd.","Accounting metrics; Bio-pharmaceutical; Human capital; Inbound; Intangible assets; Intellectual capital; Open innovation; Outbound; Relational capital; Structural capital","","Article","Final","","Scopus","2-s2.0-84920382623"
"Damm R.; Monroy C.R.","Damm, Raphael (54923480600); Monroy, Carlos Rodríguez (9740540300)","54923480600; 9740540300","A review of the customer lifetime value as a customer profitability measure in the context of customer relationship management","2011","Intangible Capital","7","2","","261","279","18","8","10.3926/ic.2011.v7n2.p261-279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856295393&doi=10.3926%2fic.2011.v7n2.p261-279&partnerID=40&md5=9184f22199cb3c530ae0fe84fe3d48b6","Purpose: A number of customer metrics allow estimating customer profitability with methods such as the Customer Lifetime Value (CLV). However, investments in customer relationships carry the potential risk to destroy value and reduce profitability when based on incorrect estimates of customer profitability. Therefore, estimating future customer value correctly is essential to allocate marketing expenditures in the most effective way. In this article recent literature about the CLV is reviewed in order to assess its ability as a customer profitability measure. Besides the financial perspective of the CLV, non-financial perspectives such as customer advocacy, (customer or open) innovation and learning have been identified to have an impact on customer profitability. How to properly estimate a customer's value taking all relevant value creating factors, financial as well as non-financial, into account is the underlying research question. Design/methodology/approach: This research is based on the review of a number of theoretical and empirical articles published between 1990 and 2010. The aggregation of measures, key-drivers and risks of each key-perspective of the customer relationship contributes to the development of a more systematic understanding of the value creation process and provides answers to the research question. Indirect effects of the CLV as a source of value have received increasing attention in previous research but are not sufficiently accounted for by mainstream methods for valuing customers (Ryals, 2008). Therefore, the attempt to structure available knowledge on indirect effects of the CLV in its contextual setting is made. Findings: This research is concluded providing evidence that one-dimensional calculations of the CLV deliver an incomplete picture of the customer relationship and estimate customer profitability incorrectly. This supports the idea of a multidimensional CLV approach that accounts for interrelated key-perspectives and results in superior resource allocation. Originality/value: Seeing customers in a comprehensive way helps to better understand their needs and potential contributions, so that long-term overall profitability can be advanced through the consideration of indirect effects. Indirect effects are usually not reflected in common accounting methods but might result in benefits for the firm. In this research, evidence is provided for the importance of indirect effects offered by customers. This makes the consideration of all relevant dimensions in the value creation process fundamental in order to allocate marketing resources in the most effective way.","Customer lifetime value; Customer profitability; Customer relationship management; Non-financial values","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84856295393"
"Ball Z.; Lewis K.","Ball, Zachary (57193898222); Lewis, Kemper (7201596945)","57193898222; 7201596945","Observing network characteristics in mass collaboration design projects","2018","Design Science","4","","","","","","23","10.1017/dsj.2017.26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056816910&doi=10.1017%2fdsj.2017.26&partnerID=40&md5=1fa04e233f65aabce51dfcdfbfef805e","Mass collaboration efforts can increase innovation and design possibilities. Incorporation of open innovation into the product development process allows for a vast array of unique perspectives and ideas. However, with the broad expansion of design possibilities, coordination of these development processes is paramount. To best make use of open innovation in product development, increased organizational efforts must be considered. The mass collaboration of individuals must account for individual intellectual abilities (competencies), working experience and even personality traits or idiosyncrasies. Approaches to this problem require the fusion of social network analysis with quantifiable design impacts. This work proposes a simulation framework that evaluates the design potential of a project team based on individual attributes and the team network structure. The overall contribution of this work comes from the exploration of team structure, focusing on network composition metrics such as centrality and network density, while attempting to understand the role of individual ability and positioning on the success of the design process. This work aims to garner a more thorough understanding of how the network structure of design teams correlates with their potential performance through a generalized simulation framework, applicable to future crowd and design initiatives. © The Author(s) 2018 Distributed as Open Access under a CC-BY 4.0 license.","Collaborative design; Design projects; Mass collaboration","Product development; Collaboration design; Collaboration efforts; Collaborative design; Design projects; Mass collaboration; Network characteristics; Product development process; Simulation framework; Design","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85056816910"
"Lamberti E.; Michelino F.; Cammarano A.; Caputo M.","Lamberti, Emilia (56320159000); Michelino, Francesca (35183740900); Cammarano, Antonello (56320485200); Caputo, Mauro (7102895180)","56320159000; 35183740900; 56320485200; 7102895180","Open innovation scorecard: a managerial tool","2017","Business Process Management Journal","23","6","","1216","1244","28","17","10.1108/BPMJ-10-2016-0207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032474885&doi=10.1108%2fBPMJ-10-2016-0207&partnerID=40&md5=0db3cdd1142056d16d3f24eeb3d6a130","Purpose: The purpose of this paper is to devise a scorecard providing a suite of indicators that give innovation managers a value-oriented, fast but holistic view of open innovation (OI) adoption in their organisations. Design/methodology/approach: The theoretical framework is built after a thorough review of OI literature. The managerial tool is developed from the theoretical framework, constructing indicators that can be easily generated by processing data within information systems of companies. Findings: The scorecard provides a multi-dimensional conceptualisation of OI adoption in organisations, investigating environment, collaboration and importing/exporting mechanisms. Six indicators are defined: innovation funds, OI employees, collaboration costs, collaboration revenues, importing costs and exporting revenues. Research limitations/implications: The devised tool enables the assessment of openness through objective and available data, systematically updated within the information systems of companies and, hence, easily exploitable by innovation managers. In order to meet such conditions, several aspects emerged from the literature review, although relevant, were left out. Practical implications: Three dashboards can be derived by exploiting the information available in the scorecard. With the use of such tools innovation managers can both assess the open behaviours of their companies – identifying the trajectories to follow in order to improve performance – and benchmark different OI practices either inside or outside the organisation. Originality/value: The scorecard allows innovation managers both to carry out a cost-benefit analysis, evaluating if their organisations are effectively and efficiently generating outputs from OI with the committed resources, and to identify a virtuous circle between the company’s commitment and reputation, joint development, and innovation market opportunities. © 2017, © Emerald Publishing Limited.","Cost-benefit analysis; Innovation metrics; Managerial tool; Open innovation; Open innovation models; Scorecard","","Review","Final","","Scopus","2-s2.0-85032474885"
"Yilmaz L.","Yilmaz, Levent (35436649600)","35436649600","On the impact of resilience, inertia, and information foraging in global participatory innovation communities","2010","Proceedings - 2nd International Conference on Advances in System Simulation, SIMUL 2010","","","5601897","52","58","6","0","10.1109/SIMUL.2010.9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649407083&doi=10.1109%2fSIMUL.2010.9&partnerID=40&md5=a4bb5f4ebb18e33b4a3c1e5a9cbe5d72","The adaptive cycle of knowledge creation and co-evolution of knowledge networks are simulated to examine what behavioral mechanisms and rules of interaction confer community structures conducive to innovation. Specifically, we use small-world network and clustering coefficient as a proxy metric to study the impact of domain tolerance, receptivity, inertia, and mobility on stability and innovation potential. Preliminary results suggest that medium and high receptivity communities are able to balance integrated differentiation over their lifetime, while growing inertia lead to tension and spillovers. Also, medium and high levels of reward sensitivity consistently generate cohesive collaboration networks. © 2010 IEEE.","Agent simulation; Collaboration network; Complex adaptive systems; Network analysis; Open innovation","Adaptive systems; Electric network analysis; Agent simulation; Collaboration network; Complex adaptive systems; Network analysis; Open innovation; Computer simulation","Conference paper","Final","","Scopus","2-s2.0-78649407083"
"Olvera C.; Piqué J.M.; Cortés U.; Nemirovsky M.","Olvera, Claudia (57210129803); Piqué, Josep M. (55366204000); Cortés, Ulises (7004065770); Nemirovsky, Mario (6701312944)","57210129803; 55366204000; 7004065770; 6701312944","Evaluating the success of companies at university science parks: Key performance and innovation indicators","2020","Lecture Notes in Civil Engineering","43","","","77","92","15","1","10.1007/978-3-030-23898-8_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076722850&doi=10.1007%2f978-3-030-23898-8_7&partnerID=40&md5=d5a7633b2f564e4d397471c46a169ae1","Science and Technology Parks (STPs) facilitate the flow of knowledge and technology among universities, R&D institutions, companies and markets, and foster the creation and growth of innovation-based companies. Among the diversity of STPs, it is possible to identify two types: Science Parks (SPs), which involves university shareholding and Technology Parks (TPs), which are not owned by universities. This study will take into account just SPs due they are closely linked to the university, and they are the bridge between University and companies in the process of Knowledge and Technology Transfer (KTT). The evaluation of the firm’s performance in SPs results in determinant to identify the needs of the companies and the feasibility of the University-Business Collaboration (UBC). Firm’s real needs also are of interest of Universities, since they face the challenge of designing strategies that best help them to transfer the knowledge more effectively. While previous studies have been focused on tenants’ innovation performance on-Park and off-Park, very little research has taken into account the Parks heterogeneity that may affect the firm’s performance. This research focuses on SPs in Spain and México due to data availability. This paper (1) aims to identify the Key Performance Indicators (KPI’s) used by Companies co-located at SPs, and (2) explore the performance measure and critical success factors of SPs. For this study, data was collected through 71 online company surveys in Spain and 19 online company surveys in México. This empirical analysis uses ten semi-structured interviews to explore (KPI’s) and success factors of SPs in both countries. © Springer Nature Switzerland AG 2020.","Evaluation metrics; Key performance indicators (KPIs); Open innovation; Science parks; University business collaboration","Surveys; Technology transfer; Business collaboration; Evaluation metrics; Key performance indicators; Open innovation; Science park; Benchmarking","Book chapter","Final","","Scopus","2-s2.0-85076722850"
"Molinari M.; Anund Vogel J.; Rolando D.; Lundqvist P.","Molinari, Marco (57192974938); Anund Vogel, Jonas (57151921000); Rolando, Davide (55783126700); Lundqvist, Per (7004499561)","57192974938; 57151921000; 55783126700; 7004499561","Using living labs to tackle innovation bottlenecks: the KTH Live-In Lab case study","2023","Applied Energy","338","","120877","","","","3","10.1016/j.apenergy.2023.120877","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150014674&doi=10.1016%2fj.apenergy.2023.120877&partnerID=40&md5=5e1f8faa92d48fa06b5cb9bd17aac492","The adoption of innovation in the building sector is currently too slow for the ambitious sustainability goals that our societies have agreed upon. Living labs are open innovation ecosystems in real-life environments using iterative feedback processes throughout a lifecycle approach of an innovation to create sustainable impact. In the context of the built environment, such co-creative innovation and demonstration platforms are needed to facilitate the adoption of innovative technologies and concepts for more energy-efficient and sustainable buildings. However, their feasibility is not extensively proven. This paper illustrates the implementation and demonstrates the feasibility of the Living Labs Triangle Framework for buildings living labs. This conceptual framework has been used to conceive the KTH Live-In Lab, a living lab for buildings. The goal of the Live-In Lab was to create a co-creative open platform for research and education bridging the gap between industry and academia, featuring smart building demonstrators. The Living Lab Triangle Framework has been deployed to meet the goals of the Live-in Lab, and the resulting concept is described. This paper then analyses the methodological and operational results introducing performance metrics to measure the economic sustainability, the promotion of multidisciplinary research and development projects, dissemination and impact. The results are completed with a SWOT analysis identifying its current strengths and weaknesses. The results collected in this work fill a missing gap in the scientific literature on the performance of living labs and provide empirical evidence on the sustainability and impact of living labs. © 2023 The Author(s)","Building demonstrators; Building industry; Built environment; Innovation; Living labs; Smart buildings","Construction industry; Energy efficiency; Iterative methods; Laboratories; Life cycle; Sustainable development; Adoption of innovations; Building demonstrator; Building industry; Buildings sector; Built environment; Case-studies; Creatives; Innovation; Living lab; Open innovation; building; building construction; conceptual framework; education; innovation; research and development; sustainability; Intelligent buildings","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85150014674"
"Ardalan S.; Cirit H.; Farjad R.; Kuemerle M.; Poulton K.; Subramanian S.; Vinnakota B.","Ardalan, Shahab (57207525762); Cirit, Halil (38061143700); Farjad, Ramin (55210209000); Kuemerle, Mark (36699847600); Poulton, Ken (57219174531); Subramanian, Suresh (57827218200); Vinnakota, Bapiraju (57217924493)","57207525762; 38061143700; 55210209000; 36699847600; 57219174531; 57827218200; 57217924493","Bunch of wires: An open die-to-die interface","2020","Proceedings - Symposium on the High Performance Interconnects, Hot Interconnects","2020-August","","9188283","9","16","7","11","10.1109/HOTI51249.2020.00017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091572584&doi=10.1109%2fHOTI51249.2020.00017&partnerID=40&md5=3f4942ff4adaa7e76495b77eeb41e65d","Bunch of Wires (BoW) is a new open die-to-die (D2D) interface. BoW's objective is to allow designers to gracefully trade-off performance for design and packaging complexity across a wide range of process nodes. BoW bandwidth can range from 80 Gbps per 16-bit BoW slice with a simple design to 512 Gbps with complex design and packaging. With this flexibility, BoW directly enables heterogeneous integration, a primary advantage of chiplets. In turn, this will enable economies of scale for services and technologies for BoW. In this paper, we discuss progress on the BoW specification based on extensive design and performance studies by engineers from multiple companies. These studies aim to specify BoW so as to make it easy to use in a system. This open innovation project will deliver a low-complexity D2D interface with competitive power-performance metrics with the economies of scale associated with an open ecosystem.  © 2020 IEEE.","BoW; Bunch of Wires; Chip-to-chip; Chiplet; Die-to-Die; Interface; MCM","Economic and social effects; Economics; Competitive power; Complex designs; Economies of scale; Extensive design; Heterogeneous integration; Open innovation; Performance study; Process nodes; Dies","Conference paper","Final","","Scopus","2-s2.0-85091572584"
