"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","22nd European Conference on Knowledge Management, ECKM 2021","2021","Proceedings of the European Conference on Knowledge Management, ECKM","","","","","","997","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117110060&partnerID=40&md5=22637c806e950c977d497ef319346e19","The proceedings contain 116 papers. The special focus in this conference is on Knowledge Management. The topics include: Knowledge and medical worker health security management during a pandemic covid-19; capturing community needs through an open innovation process; the measurement of meaningfulness; value-based frameworks in consumer internet of things (Ciots): A systematic literature review; overcoming the covid-19 crisis with km and smart governance: the challenge for the italian public sector; joint knowledge base: A key to knowledge sharing and collaboration; towards semantically enriched curricula as pre-built information spaces in higher education institutions; knowledge management and learning for innovation in smes; performance and conscientiousness in teams: A field experiment; knowledge dynamics: A semantic analysis; digital transformation in fmcg and automotive industries – emergence of digital innovation capabilities; the role and relevance of knowledge and knowledge management in the health sector: An irish case study; the impact of training and development on knowledge creation embedded in interpersonal trust between colleagues during remote work in the it sector; the impact of trust on the creation of knowledge and innovation in enterprises; knowledge sharing in business education: Systematic review; analysing sustainable economic growth and knowledge: Evidence from mediterranean region; the intellectual potential of employees in hospital management; the impact of it and intangible assets management on performance of polish hospitals; knowledge management and eco-innovative service packages for smes; gdpr’s impact on the area of information and data management in public service bodies in poland; knowledge management and mentoring in public organizations: A narrative case study.","","","Conference review","Final","","Scopus","2-s2.0-85117110060"
"Corsino M.; Mariani M.; Torrisi S.","Corsino, Marco (34968988200); Mariani, Myriam (21741145700); Torrisi, Salvatore (6603911274)","34968988200; 21741145700; 6603911274","Firm strategic behavior and the measurement of knowledge flows with patent citations","2019","Strategic Management Journal","40","7","","1040","1069","29","29","10.1002/smj.3016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063637394&doi=10.1002%2fsmj.3016&partnerID=40&md5=e2d86d7cf7639b14dda10c562e96413d","Research Summary: This research addresses firms' use of external knowledge sources to develop patented inventions and explores the validity of patent citations as an indicator of interfirm knowledge flows. By comparing patent citations with primary data reported by the inventors, we uncover systematic measurement errors in patent citations and show that they depend on the firms' patent strategies (e.g., to reduce the risk of imitation or litigation), the source of knowledge employed (e.g., competitors, users), the technology of the underlying invention, and the institutional characteristics of the patent system. Our findings about the role of these factors in external knowledge sourcing and citing propensity highlight the importance of firms' strategic behavior and offer novel insights for the use of patent citations as an indicator of knowledge flows. Managerial Summary: Firms' open innovation strategies rely on the sourcing of knowledge from other organizations. Tracing these knowledge flows is difficult, such that the empirical research on this matter typically uses citations that patents make to prior art in order to track them. However, patent citations might be added also for reasons other than the actual transfer of knowledge. We use primary information from a large survey of inventors to assess the accuracy of patent citations to measure knowledge flows, and we find evidence of measurement errors that depend on the applicants' patent strategies, the type of knowledge sources used, the filing jurisdiction, and the technology of the underlying invention. We offer insights to evaluate the settings in which patent citations are a reliable measure of knowledge flows. © 2019 John Wiley & Sons, Ltd.","external search strategy; knowledge flows; measurement error; patent citations; patent strategy","Knowledge management; Laws and legislation; Measurement errors; Risk assessment; Systematic errors; Empirical research; Knowledge flow; Patent citation; Patent strategy; Patented invention; Search strategies; Strategic Behavior; Transfer of knowledge; Patents and inventions","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85063637394"
"Kreus P.; Saukkonen J.","Kreus, Pia (57204419080); Saukkonen, Juha (55655629300)","57204419080; 55655629300","The role of intellectual property rights in growth aspiring SMEs","2018","Proceedings of the European Conference on Knowledge Management, ECKM","1","","","423","429","6","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055475752&partnerID=40&md5=9d81f6f6ca4325cf925d434d01195905","Small and medium sized enterprises (SMEs) are significant innovators in the economy. The competitive advantage of the firms depends highly on successful knowledge management. According to earlier studies on growth seeking innovative firms, company performance and measurement should be connected to the management of intellectual capital. However, the open innovation paradigm, lack of resources and rapidly evolving technologies are challenging to both managerial decision making and the conventional protection of intellectual property rights (IPRs). Hence, good management of IPRs, knowledge sharing and future technology anticipation are the decisive driving factors for the international growth and wealth of the firms. In addition, a better integration of innovation processes to business models is required. Previous academic research indicates that this could be achieved by connecting those processes to the performance and measures of the firm by other management functions, such as human resource management. The aim of this paper was to explore the current trends of human resource management (HRM) in identifying and managing the increasingly complex issue of IPRs. This research attempted to find answers to the question of what perceptions the managers of SMEs have of IPRs and, furthermore, of how they recognise those individuals, teams, projects or processes that they need to engage in order to implement and communicate the pursued strategies. Six representative executives or HRM managers from technology driven SMEs in Finland were interviewed by using semi-structured interviews. The primary data was analysed by using content analysis. The findings indicate that the IPR knowledge base in firms is often key person centric and that the recognition of IPR is not made explicit in the company. The management of IPR is not aligned with the business practises, and the shortage of resources can lead to the outsourcing of strategically important activities, such as IPR processes or sales. It can be claimed that IPR management should be seen as a core and mission-critical process for growth aspiring SMEs, and well planned human resource processes would be here the natural contributors. © Copyright The Authors, 2018. All Rights Reserved.","Human resource management; Intellectual property management; Intellectual property rights; Knowledge management","Competition; Decision making; Intellectual property; Knowledge based systems; Knowledge management; Laws and legislation; Managers; Natural resources management; Outsourcing; Resource allocation; Competitive advantage; Conventional protections; Intellectual capital; Intellectual property management; Intellectual property rights; Managerial decision making; Semi structured interviews; Small and medium-sized enterprise; Human resource management","Conference paper","Final","","Scopus","2-s2.0-85055475752"
"Brown A.; Franken P.; Bonner S.; Dolezal N.; Moross J.","Brown, Azby (57189690018); Franken, Pieter (57189692282); Bonner, Sean (57189690168); Dolezal, Nick (57189692934); Moross, Joe (57189684622)","57189690018; 57189692282; 57189690168; 57189692934; 57189684622","Safecast: Successful citizen-science for radiation measurement and communication after Fukushima","2016","Journal of Radiological Protection","36","2","","S82","S101","19","93","10.1088/0952-4746/36/2/S82","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974627778&doi=10.1088%2f0952-4746%2f36%2f2%2fS82&partnerID=40&md5=d6b7f8fae484946120276e97a8203118","The Fukushima Daichi Nuclear Power Plant disaster, which began on 11 March 2011, provided a crucial opportunity to evaluate the state of preparation on the part the powerplant operator (TEPCO), relevant Japanese government agencies, and international oversight bodies, to gather necessary information on radiation risks quickly and to share it with those tasked with emergency response as well as with the general public. The inadequacy of this preparation and the chaotic nature of inter-agency and inter-governmental communication has been well noted in several official reports on the disaster. In response, Safecast, an international, volunteer-based organization devoted to monitoring and openly sharing information on environmental radiation and other pollutants, was initiated on 12 March 2011, one day following the start of the accident. Since then the group has implemented participatory, open-source, citizen-science-centered radiation mapping solutions developed through a process of collaborative open innovation. The information Safecast provided has proven useful to experts, to policy makers, and to the public. This paper briefly describes the methodology and toolsets Safecast has developed and deployed, as well as organizational and social aspects, and summarizes key results obtained to date. In addition, it discusses appropriate criteria for evaluating the success of citizen-science efforts like Safecast, and places it in context with other non-governmental radiation monitoring efforts. © 2016 IOP Publishing Ltd.","Citizen science; Crowdsourcing; Fukushima; Ionizing radiation; Media; Public information; Safecast","Crowdsourcing; Disasters; Ionizing radiation; Nuclear power plants; Nuclear reactors; Public risks; Radiation; Social aspects; Citizen science; Fukushima; Media; Public information; Safecast; Emergency services","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84974627778"
"Mastrocinque E.; Lamberti E.; Ramirez F.J.; Petrovic D.","Mastrocinque, Ernesto (54784848400); Lamberti, Emilia (56320159000); Ramirez, F. Javier (57188750814); Petrovic, Dobrila (7102830039)","54784848400; 56320159000; 57188750814; 7102830039","Measuring open innovation under uncertainty: A fuzzy logic approach","2022","Journal of Engineering and Technology Management - JET-M","63","","101673","","","","6","10.1016/j.jengtecman.2022.101673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124603367&doi=10.1016%2fj.jengtecman.2022.101673&partnerID=40&md5=f11870e048f4823679f9a90b92355a28","Open innovation has received growing interest in recent years, both in academia and industry. Currently, assessing the degree of openness of a company's innovation process can be highly challenging due to many qualitative and quantitative factors with different units of measurements involved in the evaluation process. Moreover, the open innovation assessment process is affected by vagueness and uncertainty. In this paper, starting from a thorough review of the open innovation literature and following a holistic approach to open innovation assessment, a novel modular fuzzy rule based system is developed in order to help managers to evaluate the openness of their company. The proposed system allows the decision maker to assess the open innovation level of the firm by providing 19 input variables. The information is then processed by the system through 231 rules in order to compute sub-dimensions, dimensions, building blocks and finally the total degree of open innovation. Furthermore, the proposed system was tested using numerical examples and two real-world case studies of two companies. The results showed the capability of the system to assess open innovation in different scenarios, allowing the decision maker to identify the areas with strengths and weaknesses. © 2022 Elsevier B.V.","Fuzzy inference system; Fuzzy logic; Innovation metrics; Open innovation; Rule based system; Uncertainty","Computer circuits; Fuzzy inference; Decision makers; Fuzzy inference systems; Fuzzy logic approach; Fuzzy-Logic; Innovation assessment; Innovation metric; Innovations process; Open innovation; Rules based systems; Uncertainty; Decision making","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85124603367"
"Manville G.; Karakas F.; Polkinghorne M.; Petford N.","Manville, Graham (57193516757); Karakas, Fahri (23973185400); Polkinghorne, Martyn (6602173351); Petford, Nick (7003795037)","57193516757; 23973185400; 6602173351; 7003795037","Supporting open innovation with the use of a balanced scorecard approach: a study on deep smarts and effective knowledge transfer to SMEs","2019","Production Planning and Control","30","10-12","","842","853","11","19","10.1080/09537287.2019.1582093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068202956&doi=10.1080%2f09537287.2019.1582093&partnerID=40&md5=0d1b5bc697a35cc542422eaea5692296","This study aims to develop the theory of knowledge management and organizational performance within a small and medium enterprise (SME) context using action research (AR) involving a higher education institution (HEI) and an SME. The vehicle for the knowledge exchange was Knowledge Transfer Partnerships (KTPs), the United Kingdom’s primary mechanism for delivering government funded knowledge transfer to small and medium enterprises (SMEs). KTPs facilitate knowledge exchange from HEIs to SMEs via the recruitment of a graduate plus an academic supervisor from the partnering HEI. The AR study was an award-winning KTP and the project deliverable included the implementation of a balanced scorecard for the SME to improve organizational performance. The transfer of knowledge was subsequently fed-back into the university in order to develop a performance framework for measuring the effectiveness of KTP research within the HEI in order to share knowledge and improve effective for other KTP projects. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","balanced scorecard; Knowledge transfer; open innovation; performance measurement; SME","Open Data; Balanced scorecard approach; Balanced scorecards; Higher education institutions; Knowledge transfer; Open innovation; Organizational performance; Performance measurements; Small and medium enterprise; Knowledge management","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85068202956"
"Yañez-Figueroa J.-A.; Ramírez-Montoya M.-S.; García-Peñalvo F.-J.","Yañez-Figueroa, José-Antonio (57192813721); Ramírez-Montoya, María-Soledad (54911980200); García-Peñalvo, Francisco-José (16031087300)","57192813721; 54911980200; 16031087300","Measurement of the social construction of knowledge: validation and reliability of the K-Social-C instrument","2022","Social Network Analysis and Mining","12","1","50","","","","4","10.1007/s13278-022-00868-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129269009&doi=10.1007%2fs13278-022-00868-x&partnerID=40&md5=597d65dca3e104ad277853760e7331b0","The social construction of knowledge developed in social innovation laboratories occurs through the open innovation approach, which is the focus of the present study. The study variables were measured with the K-Social-C questionnaire. It was necessary to consider the indicators of each of these variables reported in the literature and the characteristics of construct, content, and criterion validity and reliability to demonstrate solidly that the instrument measures what it is intended to measure. This document confirms the conceptualization and measurement of three variables: social construction of knowledge (SCK), open innovation (OI), and social innovation laboratories (SIL). The K-Social-C questionnaire is a self-administered instrument that can measure the three variables and their indicators. The questionnaire's validity and reliability were demonstrated through statistical procedures; the content validation and expert agreement were through Kendall's concordance coefficient and the content validity coefficient. We also calculated the internal consistency with Cronbach's alpha as the reliability coefficient. We extended the calculation with exploratory factor analysis and convergent and discriminant validity. However, to study the SCK, OI and SIL variables, we still had to consider the needs and social implications of innovation in each context. © 2022, The Author(s).","Educational innovation; Higher education; Open innovation; Reliability of instruments; Social construction of knowledge; Social innovation labs; Validation of instruments","Factor analysis; Surveys; Educational innovations; High educations; Measurements of; Open innovation; Reliability of instrument; Social construction of knowledge; Social constructions; Social innovation lab; Social innovations; Validation of instrument; Reliability","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85129269009"
"Aqidawati E.F.; Sutopo W.; Pujiyanto E.; Hisjam M.; Fahma F.; Ma’aram A.","Aqidawati, Era Febriana (57201669111); Sutopo, Wahyudi (42062336300); Pujiyanto, Eko (54982735100); Hisjam, Muhammad (54947278700); Fahma, Fakhrina (57190370778); Ma’aram, Azanizawati (57211296755)","57201669111; 42062336300; 54982735100; 54947278700; 57190370778; 57211296755","Technology Readiness and Economic Benefits of Swappable Battery Standard: Its Implication for Open Innovation","2022","Journal of Open Innovation: Technology, Market, and Complexity","8","2","88","","","","3","10.3390/joitmc8020088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130213595&doi=10.3390%2fjoitmc8020088&partnerID=40&md5=4df90c32cb8adc9604615b9ece95d105","The innovation of electric motorcycle swap-battery (EMSB) technology encourages the formation of a new ecosystem at the early stage of the supply chain. The EMSB technology has allowed an open innovation system with collaboration between supply-chain players, universities, and the government for finding a thriving solution to enable the faster adoption and diffusion of EMSB in Indonesia. Standardization is seen as a way to accelerate the downstream EMSB technology innovation to leverage the economic benefits and to support the growth of a green economy in Indonesia. This study aimed to propose a model with which to measure the technology readiness of the EMSB’s stakeholders in implementing the swappable battery (SB) standard. We developed the technometric framework and Economic Benefits of Standards—ISO Methodology 2.0. We generated 13 criteria of technoware, humanware, inforware, and orgaware and 21 indicators of the standard’s impacts to be utilized as a measurement model. We interviewed 11 respondents consisting of the standard regulator, research and development center, manufacturer, testing labs, and product-certification bodies. The results show the technology contribution coefficient (TCC) and earnings before interest and taxes (EBIT) value representing the SB standard’s feasibility. The proposed model can evaluate the weak points and propose strategies to leverage the SB standard’s technology readiness and economic benefits. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","economic benefits; electric motorcycle swap-battery; green economy; open innovation; swappable battery standard; technology readiness","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130213595"
"Shin H.; Perdue R.R.","Shin, Hakseung (57201408537); Perdue, Richard R. (7003730557)","57201408537; 7003730557","Hospitality and tourism service innovation: A bibliometric review and future research agenda","2022","International Journal of Hospitality Management","102","","103176","","","","26","10.1016/j.ijhm.2022.103176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123852658&doi=10.1016%2fj.ijhm.2022.103176&partnerID=40&md5=9f5608708e847315adbb7d987f926b80","Adopting a life cycle innovation process model, including innovation creation, diffusion, and evaluation, this research analyzed the knowledge development of service innovation research over the past decade with the goal of integrating the existing research and developing recommendations for future research. A co-citation analysis was conducted of 175 hospitality and tourism management innovation articles and 788 service management innovation articles collected from the ISI Web of Science. The results indicate the two literatures are quite disparate. Innovation performance and measurement were the foundational topics of the HTM research while the SM research focused more heavily on service-dominant logic (SDL) and dynamic capabilities. Regarding key topics which have evolved in the last decade, HTM research focused on collaborative innovation and knowledge sharing; the SM research emphasized open innovation and value co-creation. Bridging the two literatures, a conceptual model is proposed and opportunities for future hospitality service innovation research are proposed. © 2022 Elsevier Ltd","Bibliometric co-citation analysis; Future research agenda; Hospitality and tourism innovation; Intellectual foundation and evolution; Knowledge bridging approach; Service innovation","","Article","Final","","Scopus","2-s2.0-85123852658"
"Su J.; Yang Y.; Zhang X.","Su, Jiafu (56549304200); Yang, Yu (56086634700); Zhang, Xuefeng (56550074800)","56549304200; 56086634700; 56550074800","Knowledge transfer efficiency measurement with application for open innovation networks","2019","International Journal of Technology Management","81","1-2","","118","142","24","34","10.1504/IJTM.2019.101290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073905935&doi=10.1504%2fIJTM.2019.101290&partnerID=40&md5=92713dd3174c6a4ffba59aac7210c783","Knowledge transfer efficiency is an important indicator to evaluate the performance of open innovation (OI). However, there are few researches on the measurement of knowledge transfer efficiency in the context of OI networks. To make up this gap, this study explores the measurement of knowledge transfer efficiency based on the weighted OI network. Firstly, this paper builds the weighted OI network model with node and edge weights. On the basis of the weighted OI network model, the weighted path length and clustering coefficient are introduced and analysed. Moreover, the efficiency of knowledge transfer is further proposed as the main measure of knowledge transfer efficiency by comprehensively embodying the above factors, and then an extended application of the proposed main measure is developed to identify and locate the important members with great impact on knowledge transfer. Finally, a real case of several OI networks is provided to illustrate the applicability of the weighted OI network model and the knowledge transfer efficiency measurement method. © 2019 Inderscience Enterprises Ltd.","Efficiency of knowledge transfer; Knowledge transfer; Member importance; Open innovation network; Weighted complex network","Complex networks; Efficiency; Open Data; Clustering coefficient; Edge weights; Knowledge transfer; Member importance; Network modeling; Open innovation; Path length; Weighted complex networks; Knowledge management","Article","Final","","Scopus","2-s2.0-85073905935"
"Grunwald G.; Schwill J.; Sassenberg A.-M.","Grunwald, Guido (35102029300); Schwill, Jürgen (57224538164); Sassenberg, Anne-Marie (57213195211)","35102029300; 57224538164; 57213195211","Sustainability project partnerships in times of crisis: conceptual framework and implications for stakeholder integration","2021","Journal of Entrepreneurship and Public Policy","10","3","","352","378","26","3","10.1108/JEPP-04-2021-0044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107829019&doi=10.1108%2fJEPP-04-2021-0044&partnerID=40&md5=362be30f9c09529f07d25462afaa4998","Purpose: This paper aims to analyze the requirements for stakeholder integration in sustainability project partnerships in times of sustainability crisis. Referring to the COVID-19 pandemic as a sustainability crisis that has sensitized consumers and other stakeholders to corporate responsibility for social and sustainability issues, a conceptual framework for stakeholder integration is developed from which implications for designing the potential, process and result quality are derived. Design/methodology/approach: In this conceptual paper, design options for stakeholder integration are derived from open innovation and service management research. Specific crisis-related determinants of stakeholder integration are derived from current corporate social responsibility (CSR) and crisis research taking into account the opportunities and challenges of the COVID-19 pandemic. Design options and crisis-related determinants are then combined to a conceptual framework for stakeholder integration in sustainability project partnerships in times of crisis. Based on this framework, research propositions are derived that provide insights into the design of the potential, process and result quality of stakeholder integration. Findings: This paper shows that the COVID-19 pandemic can be viewed as a sustainability crisis, which places special entrepreneurial demands on stakeholder integration in sustainability project partnerships. The pandemic offers potential for integrating a large number of stakeholders and has emphasized the need for integrating a broad range of stakeholders. Higher skepticism of stakeholders toward companies' CSR engagement in the pandemic has raised stakeholder demands for early integration. Higher skepticism and CSR involvement have rendered active forms of integration even more relevant, which, however, should still be adapted to the respective stakeholder prerequisites. The pandemic has increased the need for constant and comprehensive exchange of data on project results between stakeholders and the project leading organization. Measurement of target achievement can be promoted by establishing stakeholder commitment with regard to the target measures on the collective and relationship levels of the partnership. Finally, the pandemic has reinforced the need for more dialogical forms of communicating sustainability project results. Originality/value: Solving problems and exploiting opportunities in times of crisis require a high degree of entrepreneurship and creative leadership in order to gain new ideas and overcome resource deficits. Sustainability project partnerships in which various stakeholders contribute resources and knowledge to collaborate on idea development and finding solutions to sustainability issues are suitable for this. However, previous approaches to stakeholder integration in open innovation and service management research largely neglect the crisis context and only a few are related to sustainability. In CSR and crisis research, stakeholder-related approaches to coping with crises tend to be underrepresented, and the comprehensive concept of stakeholder integration has so far hardly been considered as an approach to crisis management. By taking into account the COVID-19 pandemic as a sustainability crisis, this paper provides new impulses for the integration of stakeholders in sustainability project partnerships in times of crisis. Recommendations for the design of the potential, process and result quality are derived, which provide insights for project leaders and stakeholders alike. In addition, implications for public policymakers are derived, who are assigned an increasingly active role in the pandemic and who can contribute to the success of sustainability project partnerships by setting suitable framework conditions. The developed concept can be expanded to include further company-related determinants and offers a starting point for empirical analysis in the still underexplored research fields of sustainability-oriented relationship marketing and sustainability crises. © 2021, Emerald Publishing Limited.","Corporate social responsibility; Relationship management; Stakeholder integration; Stakeholder management; Sustainability crisis; Sustainability marketing; Sustainability project partnership","","Article","Final","","Scopus","2-s2.0-85107829019"
"Zeng L.; Lo C.K.Y.; Chen Z.","Zeng, Li (58544476300); Lo, Chris K. Y. (57205231761); Chen, Zhimin (55705615500)","58544476300; 57205231761; 55705615500","Fashion innovation through an innovation ecosystem–a research agenda","2023","International Journal of Fashion Design, Technology and Education","","","","","","","0","10.1080/17543266.2023.2247421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168532685&doi=10.1080%2f17543266.2023.2247421&partnerID=40&md5=d5560a9b4cb2e8faab03bb6ebe799dcb","This paper employs the paradigm of an innovation ecosystem to stimulate fashion innovation. This study applies an integrative literature review on fashion innovation, innovation ecosystem and policy-driven innovation, proposes a theoretical framework–fashion innovation ecosystem and streams future research directions. The findings suggest the innovation ecosystem is an inclusive, constructive and systematic lens and contribute to the management of fashion innovation. A mechanism of policy-driven fashion innovation is proposed to stress the role of government as a key actor in the fashion innovation ecosystem. It identifies five research directions from the theoretical framework of the fashion innovation ecosystem, namely fashion innovation measurement, research methodology, policy-driven fashion innovation, fashion sustainability innovation ecosystem and open innovation. The study contributes to the theoretical development of fashion innovation management and innovation ecosystem; has practical implications for innovation strategy in the fashion sector; will benefit policymakers in formulating policy and fostering the institutional environment. © The Textile Institute and Informa UK Ltd 2023.","Fashion innovation; innovation ecosystem; policy-driven","","Article","Article in press","","Scopus","2-s2.0-85168532685"
"Oduro S.; Vincenzo S.; Manfo C.S.N.; Nguar K.O.T.D.A.","Oduro, Stephen (57203208374); Vincenzo, Streppone (57373057500); Manfo, Claudiane Solange Ngwikem (57374130800); Nguar, Kot David Adhal (57373954900)","57203208374; 57373057500; 57374130800; 57373954900","ARE WE HAPPY TOGETHER? A META-ANALYTIC REVIEW of the IMPACT of OPEN INNOVATION on FIRM PERFORMANCE","2021","International Journal of Innovation Management","25","9","2130004","","","","6","10.1142/S136391962130004X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121271181&doi=10.1142%2fS136391962130004X&partnerID=40&md5=6614cfaa90604a985d43aff147eaa051","The study draws on dynamic capabilities theory and evidence-based research to provide the first meta-analysis on the open innovation (OI)-firm performance relationship from 2003 to 2020. Both subgroup and meta-analytic regression analyses were employed to analyse 106 independent peer-reviewed articles, encompassing 557,642 firms and 138 effects. Results showed a positive, significant relationship between OI and overall firm performance (r= 0.20) while revealing numerous contingencies. Particularly, we found that the effect of OI on non-financial performance (r= 0.20) is larger than that on financial performance (r= 0.19), while the disaggregate results revealed that inbound OI has the strongest effect on firm performance (r= 0.23), followed by outbound OI (r= 0.19) and coupled OI (r= 0.14). Furthermore, it was found that the mixed results are driven by both contextual factors (i.e., firm size, culture, study region, sector, and industry intensity) and measurement moderators (i.e., study measure and data type). Both the theoretical and managerial implications of these findings are elucidatedly discussed. © 2021 World Scientific Publishing Europe Ltd.","firm performance; meta-analysis; Open innovation","","Article","Final","","Scopus","2-s2.0-85121271181"
"Forde A.N.; Fox M.S.","Forde, Andrew N. (57196097691); Fox, Mark S. (7401718770)","57196097691; 7401718770","An innovation ontology for idea forecasting and measurement","2023","International Journal of Industrial and Systems Engineering","44","2","","141","185","44","0","10.1504/ijise.2023.131541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165232003&doi=10.1504%2fijise.2023.131541&partnerID=40&md5=2b573c705b2e6f70af93d50c9eeef9a2","Before managers are able to forecast the utility of an idea, there must be a common definition and basis for measuring the potential radicalness of an idea. In this paper, we introduce an ontology to represent an innovation and derive properties that can be used to define and measure an ideas potential to be classified as a radical or incremental innovation. Our proposed ontology captures the concepts of an incremental or radical innovation, and further concepts to support the grouping of innovations. We begin with an extensive review of the literature and identify the categories of innovation, from this group we apply competency questions that allow us to define properties that are the basis for valuing an ideas utility, and classifying an innovation. Copyright © 2023 Inderscience Enterprises Ltd.","classification; incrementalness; innovation categories; innovation management; innovation properties; knightian uncertainty; ontology; open innovation; radicalness; semantic web; utility","Semantic Web; Uncertainty analysis; Incrementalness; Innovation category; Innovation management; Innovation property; Knightian uncertainty; Ontology's; Open innovation; Property; Radicalness; Semantic-Web; Utility; Ontology","Article","Final","","Scopus","2-s2.0-85165232003"
"","","","19th International Conference on Innovations for Community Services, I4CS 2019","2019","Communications in Computer and Information Science","1041","","","","","232","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067278687&partnerID=40&md5=9e41a893e55a4204774eaee5259fa68b","The proceedings contain 16 papers. The special focus in this conference is on Innovations for Community Services. The topics include: Innovation management methods in the automotive industry; knowledge management for the digital transformation of enterprises – Literature based trend analysis; Rank-Based Similarity Index (RBSI) in a multidimensional dataset; a distributed metadata platform for hybrid radio services; a framework for analyzing news images and building multimedia-based recommender; towards a metrics-based software quality rating for a microservice architecture: case study for a measurement and processing infrastructure; managing smart home appliances with proof of authority and blockchain; a holistic communication network for efficient transport and enhanced driving via connected cars; efficient event dissemination using bluetooth protocol; robots in the classroom: Mobile robot projects in academic teaching; embedded systems for teaching - Yrobot evolution; Smart contract based decentralized parking management in ITS; multi-service capacitated facility location problem with partial covering in smart cities; multi service modular capacitated facility location problem for smart cities; a smart city ecosystem enabling open innovation.","","","Conference review","Final","","Scopus","2-s2.0-85067278687"
"Abhari K.; Zarei M.; Parsons M.; Estell P.","Abhari, Kaveh (56960354500); Zarei, Mahsa (57220834113); Parsons, Mikay (57363565200); Estell, Pamela (57224779749)","56960354500; 57220834113; 57363565200; 57224779749","Open innovation starts from home: the potentials of enterprise social media (ESM) in nurturing employee innovation","2023","Internet Research","33","3","","945","973","28","4","10.1108/INTR-08-2021-0556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136696123&doi=10.1108%2fINTR-08-2021-0556&partnerID=40&md5=50d383837d4fc649cdb176a33632b1b6","Purpose: Enterprise social media (ESM) applications offer new opportunities for organizations to mobilize employees for open innovation, by promoting innovation beyond traditional R&D functions. Despite the popularity and success of these applications, current research has yet to fully explore the potential of ESM applications as a driver of employee-driven innovation, specifically through advancements in innovation culture. To fill this gap, this study proposes a theoretical framework that explains the role of ESM applications in facilitating employee innovation. Design/methodology/approach: The authors administered a cross-sectional survey to collect data from professionals who use ESM applications regularly at work. Following a pilot study and instrument refinement, the authors conducted a field study to test measurement and the structural model by using the partial least square-structural equation modeling (PLS-SEM) method. Findings: The findings of this study support the validity of the proposed theoretical model. First, the results confirmed the three antecedents of ESM use for innovation: perceived innovation possibilities enabled by ESM technology, the expected value of ESM use for innovation and organizational support for using ESM applications for innovation. Next, the results confirmed the importance of ESM use in encouraging individual innovation productivity in terms of product/service innovation, process innovation and social innovation. Finally, the results corroborated the mediating role of risk-taking and knowledge-sharing culture in the use of ESM to increase innovation productivity. Originality/value: The findings presented here have implications for theory and practices that would concern fostering a supportive environment and building an organizational culture that promotes employees' innovation behavior (internal open innovation) by using social technologies. © 2022, Emerald Publishing Limited.","Employee innovation; Enterprise social media; Innovation; Innovation culture; Innovation productivity; Open innovation","","Article","Final","","Scopus","2-s2.0-85136696123"
