"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Klemun M.M.; Edwards M.R.; Trancik J.E.","Klemun, Magdalena M. (57212600936); Edwards, Morgan R. (56134675700); Trancik, Jessika E. (9634402000)","57212600936; 56134675700; 9634402000","Research priorities for supporting subnational climate policies","2020","Wiley Interdisciplinary Reviews: Climate Change","11","6","e646","","","","5","10.1002/wcc.646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089375341&doi=10.1002%2fwcc.646&partnerID=40&md5=ccbe59570991f6742936cff85224b7af","Growing momentum for decentralized climate policy and the falling costs of low-carbon technologies are creating new climate change mitigation opportunities for subnational actors. Here we discuss how research can best support these subnational efforts to allow limited resources to stretch further. To stimulate this discussion, we identify four research priorities. (1) Innovation mechanisms examines local policy opportunities for technology improvement to achieve high returns on investments. (2) Co-benefits analyzes the non-climate benefits of emissions reductions to highlight how local policies can affect communities directly. (3) Emissions monitoring develops rapid, low-cost, local measurement strategies to allow communities to assess and weigh in on the emissions impacts of local energy systems. (4) Decision levers reframes large-scale analyses into more targeted and actionable metrics for local policy decisions. This piece was informed and inspired by a set of interviews we conducted with representatives in business, government, NGOs, and educational institutions actively engaged in local climate action, and by our own research. This article is categorized under: The Carbon Economy and Climate Mitigation > Policies, Instruments, Lifestyles, Behavior Policy and Governance > Private Governance of Climate Change. © 2020 Wiley Periodicals LLC.","Climate change mitigation; energy systems; subnational climate policy; technology innovation","Carbon; Economics; Investments; Public policy; Climate change mitigation; Educational institutions; Emissions monitoring; Innovation mechanisms; Large-scale analysis; Low-carbon technologies; Returns on investment; Technology improvement; carbon emission; climate change; development strategy; emission control; environmental policy; innovation; monitoring; research work; technological development; Climate change","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85089375341"
"Mishra S.; Tewari I.; Toosi S.","Mishra, Saurabh (57208409761); Tewari, Ishani (56377864600); Toosi, Siavash (57212464299)","57208409761; 56377864600; 57212464299","Economic complexity and the globalization of services","2020","Structural Change and Economic Dynamics","53","","","267","280","13","17","10.1016/j.strueco.2020.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083378488&doi=10.1016%2fj.strueco.2020.03.002&partnerID=40&md5=b0c893c1df4deac0b794e040b0ed16db","Economic complexity has emerged as an important metric to measure nations’ inherent capabilities that are embodied in the structure of economic production. However, traditional measures of complexity only capture manufacturing-based capabilities, ignoring the growing importance of services in global trade. Technological innovations are increasingly splintering and disembodying services so they can be produced, transmitted, and consumed globally. This paper incorporates the role of service globalization to present a more complete picture of the economic complexity of nations. Using a non-linear iterative algorithm, this paper ranks the ‘fitness’ of countries based on the diversity and ‘complexity’ of specialization patterns. Modern technology-enabled service exports are fairly complex specializations but becoming increasingly ubiquitous. Developing countries show greater economic strength accounting for the growing tradability of services. A framework to aid decision-making about product/service export diversification strategies is proposed. © 2020","Economic growth; Emerging technologies; Export diversification; Service exports; Structural transformation","decision making; economic development; economic growth; globalization; innovation; structural change; technology adoption","Article","Final","","Scopus","2-s2.0-85083378488"
"Beydoun W.","Beydoun, Wafik (6602879558)","6602879558","Annual Meeting Update: Celebrating 90 years at the SEG Annual Meeting","2020","Leading Edge","39","2","","81","","","0","10.1190/tle39020081.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119443870&doi=10.1190%2ftle39020081.1&partnerID=40&md5=52d5038c697d09367be51ce8f1218f20","The 2020 SEG Annual Meeting, which will be held in Houston, US, from 11–16 October 2020 to celebrate its 90th anniversary. SEG has been connecting the world of applied geophysics since 1930, thanks to the sustained support and dedication of our members, sponsors, exhibitors, volunteers, and staff. To better plan this year’s Annual Meeting, the Steering Committee is analyzing statistics and performance metrics from last year’s event. The organizers are preparing an exciting program in 2020 that reinforces our legacy of innovation while embracing the future.","90th anniversary; Annual Meeting; international exposition; SEG","Houston; Texas; United States; United States; 90th anniversary; Annual meeting; Houston; International exposition; Performance metrices; SEG; Steering committee; geophysics; innovation; reinforcement; support","Conference paper","Final","","Scopus","2-s2.0-85119443870"
"Dobni C.B.; Klassen M.","Dobni, C. Brooke (7801360535); Klassen, Mark (50561602600)","7801360535; 50561602600","The decade of innovation: from benchmarking to execution","2021","Journal of Business Strategy","42","1","","23","31","8","8","10.1108/JBS-11-2019-0209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079146190&doi=10.1108%2fJBS-11-2019-0209&partnerID=40&md5=b98d6fa2a21580a1a6809350f24c5a90","Purpose: This article aims to highlight the results of a Global Innovation Survey from 407 organizations representing 33 countries. This was the third of three surveys conducted by the researchers since 2011. Ten key insights were formulated to gauge the progress of innovation in organizations as well as the practice and success of nine innovation methods (data analytics, design thinking, innovation metrics, etc.) used to support innovation execution. Design/methodology/approach: The survey data was bifurcated into two groups, high and low innovators, by analyzing their innovation scores using a K-means cluster analysis. This was followed by correlational analysis with the innovation practices by these groups. Qualitative survey data was also collected and used to interpret the results. Findings: Overall innovation scores have improved over the decade. Organizations are still struggling with process drivers such as idea management and innovation measures. High innovators are pervasively using innovative methods to advance innovation execution much more than low innovators. The two methods that showed the highest correlation to an innovative culture were design thinking and open innovation. Originality/value: Comparing the Global Innovation Survey to two other surveys, 2011 Canadian Executives (n = 605) and 2013 US Fortune 1000 (n = 1,203) that use the same innovation measurement scale, provides a unique longitudinal perspective. The nine innovation methods investigated in the Global Innovation Survey provide original insight into how high and low innovative organizations are using methods to advance innovation execution. © 2020, Emerald Publishing Limited.","Culture; Innovation; Innovation score; Measurement; Methods; Survey","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85079146190"
"Strickland K.; Whitman J.R.","Strickland, Kathryn (57207966987); Whitman, John R. (57189267102)","57207966987; 57189267102","Beyond Food Distribution: The Context of Food Bank Innovation in Alabama","2020","Journal of Hunger and Environmental Nutrition","15","4","","553","573","20","6","10.1080/19320248.2019.1595252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063399857&doi=10.1080%2f19320248.2019.1595252&partnerID=40&md5=49c6e4adbdffbfbc12524d320c6dfe7c","In Alabama, four food banks serve a population with the third highest rate of food insecurity in the U.S. All four food banks underperform according to a standard food distribution metric. Despite underperformance, three of the four have launched innovative social programs including an advocacy organization, revolving loan fund, local food hub, mother’s milk bank, and a senior benefits enrollment center. The research question is: What environmental factors explain how these chronically underperforming food banks undertook innovations that expand the definition of a traditional food bank. This paper uses a conceptual framework of innovation-inducing environments to analyze the situations that led these food banks to innovate beyond food distribution. As hunger is a global challenge interrelated to other human needs, the findings may have implications for other under-resourced regions. © 2019 Taylor & Francis Group, LLC.","Alabama; Food bank; hunger; innovation; social entrepreneurship","Alabama; article; conceptual framework; entrepreneurship; environmental factor; human; human needs; hunger","Article","Final","","Scopus","2-s2.0-85063399857"
"Steiner B.; Brandhoff M.","Steiner, Bodo (7102617393); Brandhoff, Moritz (57221054485)","7102617393; 57221054485","An analysis of configurations of relationship quality dimensions to explain sources of behavioral outcomes in globalized manufacturing","2020","European Journal of Marketing","55","13","","1","40","39","3","10.1108/EJM-10-2018-0703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098057857&doi=10.1108%2fEJM-10-2018-0703&partnerID=40&md5=b88132e30238f4fe5ddc003169ef41eb","Purpose: This paper aims to explore the role of configurations of relationship quality dimensions for explaining sources of behavioral outcomes in the globalized manufacturing industry. Design/methodology/approach: A joint analysis of behavioral and objective performance data from globalized manufacturing links perceptual customer metrics that relate to dimensions of relationship quality (i.e. attitudinal loyalty, perceived customer orientation, customers’ perceived innovativeness of the supplier and perceived customer influence on supplier innovation) with behavioral outcomes (i.e. share of wallet (SOW) and customer account profitability). Using data from a global business-to-business (B2B) customer survey together with archival performance data from a multinational mechanical engineering firm, a fuzzy set qualitative comparative analysis (fsQCA) is performed. Findings: The fsQCA results suggest that perceptual customer metrics related to innovation can be relevant aspects of relationship quality, in line with Anderson and Mittal’s (2000) satisfaction-repurchase-profitability chain framework and its adaptation to SOW. However, the underlying complexities in the different combinations of attributes in the recipe are such that they are not equifinal in leading to higher SOW or higher profitability. This paper finds indications for non-linearities between perceptual measures investigated and profitability of customer accounts, with particular relevance for the role of perceived customer orientation, perceived product innovativeness of the supplier and attitudinal loyalty. Research limitations/implications: The analysis faces a number of limitations, starting with its reliance on cross-sectional survey data, which does not enable us to account for feedback mechanisms, for example, arising from customer perceptions regarding innovation aspects. The lack of a multidimensional conceptionalization of the perceptual customer constructs may have limited the analysis, considering also recent evidence from retail companies in the furniture sector in Spain, suggesting that the multidimensional conceptualization of relationship value explained satisfaction and loyalty levels to a greater extent than the one-dimensional conceptualization (Ruiz-Martínez et al., 2019). Practical implications: In terms of managerial implication, the results suggest that customers perceive limited value in participating in the focal firm’s innovation value chain funnel, hence customer loyalty cannot be bought using simple incentive strategies. The results with regard to customer account profitability suggest that B2B customers investigated here may distinguish when interacting with their globalized supplier in the innovation funnel: they may see a positive customer value when the innovation is a product, and thus, relation-specific, whereas they may see limited customer value when innovation is considered in more generic terms (customers’ perceived influence on supplier innovation in general). Originality/value: This paper starts from the premise that perceptual customer metrics can matter for supplier performance, as the customer relationship and customer value management research has shown. However, there is limited empirical evidence from globalized manufacturing sectors incorporating perceptual constructs in behavioral outcomes, and limited evidence assessing customer-perceived value in such sectors through alternate approaches to main-effects focused analyzes. We employ qualitative comparative analysis using fuzzy sets (Russo et al., 2019) to address these gaps, focusing on two key behavioral outcomes, namely, customer account profitability and SOW. © 2020, Bodo Steiner and Moritz Brandhoff.","B2B customer value; Customer catisfaction; fsQCA; Global business; Innovation; Loyalty; Manufacturing industries; Mechanical engineering; Perceptual customer constructs; Share of wallet","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85098057857"
"Jung Y.L.; Hwang J.; Yoo H.S.","Jung, Ye Lim (57212574457); Hwang, Jeena (57218930906); Yoo, Hyoung Sun (57118771100)","57212574457; 57218930906; 57118771100","Disease burden metrics and the innovations of leading pharmaceutical companies: A global and regional comparative study","2020","Globalization and Health","16","1","80","","","","5","10.1186/s12992-020-00610-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090818255&doi=10.1186%2fs12992-020-00610-2&partnerID=40&md5=18c69765a6ec2beea72fc73a5b609dd2","Background: The recent innovation activities of global top-tier pharmaceutical companies in accordance with global and regional health concerns were investigated in order to identify their innovations contributing to population health. Methods: ""Innovation activity""was defined as the number of drugs for which R&D activities have been reported within the last three years. Such activities were measured by collecting the data on drug developments and classifying them by developer company, phase of development, therapeutic use, and the country in which the development conducted. Subsequently, we examined and compared the correlations between the global innovation activities of the top 20 pharmaceutical companies and the disease burden measured in disability-adjusted life years (DALYs) by income level and region. In addition, this study analyzed the association between country-specific innovations and DALYs in the corresponding countries. Results: At a global level, the innovation activities were not associated with global DALYs. However, when analyzed by income level, the innovation activities were associated with DALYs in high income and upper middle income countries while it was not associated with DALYs in low middle income and low income countries. In terms of region, correlations were found between the innovation activities and DALYs in the European region, the Americas, and the Western Pacific region whereas such correlations were not found in the African, Eastern Mediterranean, and South-East Asian regions. Similar to the analyses by income level and region, correlations between country-specific innovations and DALYs were only found in high income or high GDP countries. In addition, an empirical analysis of several cases including Canada, Germany, South Korea, and the United Kingdom revealed that pharmaceutical innovation is more closely related to market size than disease burden. Conclusions: This study identified that discrepancies between pharmaceutical innovation and public health needs, i.e., disease burden values, have persisted until recently. To alleviate this imbalance, both public and private sectors should not only fulfill their respective roles and responsibilities regarding these issues, but also make strategic and collaborative efforts such as Product Development Partnerships (PDPs) directed toward public health improvement. © 2020 The Author(s).","Disease burden; Innovation activities; Multinational pharmaceutical companies; Pharmaceutical innovation; Public-private partnerships","Benchmarking; Cost of Illness; Disabled Persons; Drug Industry; Female; Global Health; Humans; Income; Life Expectancy; Male; Pharmaceutical Preparations; Quality-Adjusted Life Years; Africa; Canada; Germany; Mediterranean Region; Pacific Ocean; Pacific Ocean (West); South America; South Korea; Southeast Asia; United Kingdom; drug; comparative study; disease; drug development; innovation; multinational enterprise; pharmaceutical industry; product development; public health; public-private partnership; research and development; Article; Canada; comparative study; disability-adjusted life year; disease burden; drug industry; Germany; health care need; high income country; middle income country; priority journal; public health; public-private partnership; South Korea; United Kingdom; Western Hemisphere; benchmarking; cost of illness; disabled person; female; global health; human; income; life expectancy; male; quality adjusted life year","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85090818255"
"Chen L.; Sun R.; Lu Y.","Chen, Liding (35733404900); Sun, Ranhao (35070560900); Lu, Yihe (36072027700)","35733404900; 35070560900; 36072027700","A conceptual model for a process-oriented landscape pattern analysis","2019","Science China Earth Sciences","62","12","","2050","2057","7","28","10.1007/s11430-019-9427-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073946493&doi=10.1007%2fs11430-019-9427-2&partnerID=40&md5=d1428ea27992015e169c2303194fcf42","Linking landscape patterns to specific ecological processes has been and will continue to be the key topic in landscape ecology. However, this goal is difficult to achieve by using the traditional landscape metric based on the Patch-Mosaic Model (PMM), as they don’t integrate ecological processes with landscape patterns. In this paper, we proposed a conceptual model, i.e., the Source-Pathway-Sink Model (SPSM), which designates the role of a landscape unit into “source”, “sink”, or “pathway” based on specific ecological processes during the landscape pattern analysis. While the traditional landscape metrics derived from the PMM model is visual- or geometrical-oriented and lack of linkage to ecological significance, the SPSM model is process-oriented, dynamic, and scale dependent. A comparison between the PMM and the SPSM models shows that the SPSM model is complementary to the PMM model, and can provide a simple and dynamic perspective on landscape pattern analysis. The SPSM model may represent a conceptual innovation in landscape ecology. © 2019, Science China Press and Springer-Verlag GmbH Germany, part of Springer Nature.","Ecological significance; Landscape metric; Landscape pattern analysis; Patch-Mosaic Model (PMM); Process-oriented; Source-Pathway-Sink Model (SPSM)","Earth sciences; Natural sciences; Ecological significance; Landscape metric; Landscape pattern analysis; Patch-Mosaic Model (PMM); Process-oriented; Source-Pathway-Sink Model (SPSM); comparative study; conceptual framework; ecological impact; ecological theory; innovation; numerical model; Ecology","Article","Final","","Scopus","2-s2.0-85073946493"
"Santini Pigatto G.A.; Brunori G.","Santini Pigatto, Giuliana Aparecida (57221602138); Brunori, Gianluca (57950785200)","57221602138; 57950785200","Social innovation in high-quality agricultural systems: metrics for assessing processes and outcomes","2021","Innovation: The European Journal of Social Science Research","34","2","","222","250","28","2","10.1080/13511610.2020.1867519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099580367&doi=10.1080%2f13511610.2020.1867519&partnerID=40&md5=28fda4c2ad9da8f1029183073a704ba9","Social innovation and high-quality agricultural systems are important for rural development. However, there is little information on methods for measuring the process and outcome of social innovation, particularly at the regional level. This study aimed to answer the research question: Which social innovation metrics can be applied to analyze rural development at the regional level? We carried out a systematic review of the literature on factors and indicators of social innovation, assessed the characteristics of social innovation in value-added agricultural production systems in developed countries, and proposed social innovation indicators for evaluating value-added agricultural systems in developing countries. Key elements of the process and outcome dimensions of social innovation were identified and used to generate factors, subfactors, indicators, and subindicators. The literature review showed that more research is needed on the outcomes of social innovation. Future studies should investigate the social transformations promoted by rural tourism and biodiversity valorization. © 2021 The European Association for the Advancement of the Social Sciences.","agriculture; metrics; outcomes; process; Social innovation","agricultural production; farming system; innovation; literature review; rural development; social development","Article","Final","","Scopus","2-s2.0-85099580367"
"Mellal M.A.","Mellal, Mohamed Arezki (55052930200)","55052930200","Obsolescence – A review of the literature","2020","Technology in Society","63","","101347","","","","20","10.1016/j.techsoc.2020.101347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089432599&doi=10.1016%2fj.techsoc.2020.101347&partnerID=40&md5=ed947c6ca6657840183a4752b03d53c1","Technology progress and fierce competitiveness between manufacturers creates intense pressues to innovatively develop and sell new products. These products could be household or industrial items, such as telephones, computers, machines, robots, unmanned aerial vehicle (UAV), motors, industrial processes, electronic devices, tools, and spare parts in general. The technological progress implies the use of the word “obsolescence.” The new products have higher performance metrics compared to the older units, such as reliability, resilience, memory capacity, improved material, precision, artificial intelligence, lower energy consumption, ergonomics, and safety. Therefore, obsolescence became a paradox in our daily life and industry. This paper presents a literature review of the main published works on obsolescence (1976–2020). Its typologies, consequences and replacement strategies are illustrated. © 2020 Elsevier Ltd","Maintenance; Obsolescence; Replacement strategies; Technological progress","Antennas; Artificial intelligence; Automobile manufacture; Ergonomics; Obsolescence; Unmanned aerial vehicles (UAV); Electronic device; Industrial processs; Literature reviews; Memory capacity; Performance metrics; Replacement strategy; Technological progress; Technology progress; competitiveness; industrial competition; industrial performance; innovation; literature review; manufacturing; technological development; technology adoption; Energy utilization","Article","Final","","Scopus","2-s2.0-85089432599"
"Mihci H.","Mihci, Hakan (10244140000)","10244140000","Is measuring social innovation a mission impossible?","2020","Innovation: The European Journal of Social Science Research","33","3","","337","367","30","21","10.1080/13511610.2019.1705149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078636755&doi=10.1080%2f13511610.2019.1705149&partnerID=40&md5=16f9249ad5c90ae70acc048eabeb4eb3","The main aim of the paper is to question the viability of measuring social innovation with the current state of knowledge on the one hand, and to make suggestions for better measurement of it on the other. To reach this aim, the literature on the traditional measures of technological innovation and the previous attempts of measuring social innovation is surveyed. Despite relatively narrow scope of the literature mainly originated from the very recent and pioneer experiments, one may argue that the first findings do not present a promising picture for future studies. Therefore, existing trials to measure social innovation have to be critically screened to ascertain problematic areas, and hence, to provide plausible solutions. The problems with social innovation metrics are not only limited with obtaining concrete and trustworthy results, but also extended to statistical, methodological and even conceptual spheres. © 2019 The European Association for the Advancement of the Social Sciences.","Innovation; innovation indicators; social innovation; social innovation metrics; technological innovation","civil society; innovation; knowledge; literature review; technological development; theoretical study","Article","Final","","Scopus","2-s2.0-85078636755"
"Singh M.; Pal A.; Dey L.; Mukherjee A.","Singh, Mayank (58609938800); Pal, Arindam (55794998300); Dey, Lipika (6603939167); Mukherjee, Animesh (57203731567)","58609938800; 55794998300; 6603939167; 57203731567","Innovation and revenue: Deep diving into the temporal rank-shifts of fortune 500 companies","2020","ACM International Conference Proceeding Series","","","","268","274","6","3","10.1145/3371158.3371199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078399956&doi=10.1145%2f3371158.3371199&partnerID=40&md5=45174b55a1e40e6e62fde2daacaf65c9","Research and innovation is an important agenda for any company to remain competitive in the market. The relationship between innovation and revenue is a key metric for companies to decide on the amount to be invested for future research. Two important parameters to evaluate innovation are the quantity and quality of scientific papers and patents. Our work studies the relationship between innovation and patenting activities for several Fortune 500 companies over a period of time. We perform a comprehensive study of the patent citation dataset available in the Reed Technology Index collected from the US Patent Office. We observe several interesting relations between parameters like the number of (i) patent applications, (ii) patent grants, (iii) patent citations and Fortune 500 ranks of companies. We also study the trends of these parameters varying over the years and derive causal explanations for these with qualitative and intuitive reasoning. To facilitate reproducible research, we make all the processed patent dataset publicly available1 © 2020 Association for Computing Machinery.","Fortune 500 Companies; Innovation; Patent Citations; Revenue","Computer applications; Computer programming; Earnings; Causal explanations; Intuitive reasoning; Patent applications; Patent citation; Patenting activities; Reproducible research; Scientific papers; Technology indices; Patents and inventions","Conference paper","Final","","Scopus","2-s2.0-85078399956"
"Cordova M.F.; Celone A.","Cordova, Maria Federica (57215529548); Celone, Andrea (57210441217)","57215529548; 57210441217","SDGs and innovation in the business context literature review","2019","Sustainability (Switzerland)","11","24","7043","","","","44","10.3390/su11247043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081070007&doi=10.3390%2fsu11247043&partnerID=40&md5=1a7a16e0104d7779a171c77ae09f9f85","On 25 October 2015 the United Nations approved The 2030 Agenda for Sustainable Development and its 17 sustainable development goals (SDGs). It is an important event from different points of view: clear judgment was expressed on the unsustainability of current development models, not only on the environmental level, but also on the economic and social ones. The implementation of the agenda requires a strong involvement of all members of society, especially business. The article aims to provide a literature overview on the relationships between innovation and sustainable development objectives in the industrial context. SDGs are also analyzed in terms of stakeholders involved, reactions of companies and citizens and metrics recently proposed by researchers of PricewaterhouseCoopers (PWC). These preliminary results show that different stakeholders approach the SDGs differently, but also that the interest of companies toward SDGs is growing, confirming the considerations that emerged in literature. Furthermore, some SDGs appear to be more a prerequisite for achieving targets, than actual goals, while innovation has proven to be a driver for most SDGs. © 2019 by the authors.","Business; Company; Firm; Industry; Innovation; SDGs; Sustainable development goals","business development; industrial development; innovation; literature review; stakeholder; Sustainable Development Goal","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85081070007"
"Becattini N.; Montecchi T.; Nikulin C.; Cascini G.","Becattini, Niccolò (37022899200); Montecchi, Tiziano (39861872200); Nikulin, Christopher (55574659500); Cascini, Gaetano (6601970774)","37022899200; 39861872200; 55574659500; 6601970774","Self-Assessment of creative performance with a learning-by-doing approach: Getting familiar with novelty, quality, quantity and variety","2020","Proceedings of the 6th International Conference on Design Creativity, ICDC 2020","","","","336","343","7","0","10.35199/ICDC.2020.42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094570257&doi=10.35199%2fICDC.2020.42&partnerID=40&md5=77f9d1fc82df597700a6ece0622223ff","The paper discusses the outcomes of tailored ideation workshops (duration: 3 hours) for students of Design Engineering, not trained in design creativity dimensions and their assessment. 65 participants generated ideas to address a design problem, first individually and then in groups of 4/5 people. They were asked to cluster their ideas intuitively and then according to the structure of the genealogy tree. The reflections on the ideation experience (structured consistently with the Kolb cycle) helped them to easily consolidate their understanding of typical metrics of creativity (Novelty, Quality, Quantity and Variety). A survey questions them after four months from the workshop and the results show that the metrics are still clear, despite some controversial results appear for quantity. The investigation also shows that novelty has become the main driver to self-Assess the effectiveness of their creative ideation performance. © ICDC 2020.","Creativity Measurement; Experiential Learning; Genealogy tree; Ideation; Innovation","Creative performance; Design creativities; Design Engineering; Design problems; Kolb cycles; Learning by doing; Self assessment","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85094570257"
"Agarkov S.A.; Nikora E.V.","Agarkov, Sergeу A. (58173161000); Nikora, Eugene V. (58173161100)","58173161000; 58173161100","NEW INDUSTRIALIZATION AS A FACTOR OF SUSTAINABLE ECONOMIC DEVELOPMENT OF THE AZRF; [НОВАЯ ИНДУСТРИАЛИЗАЦИЯ КАК ФАКТОР УСТОЙЧИВОГО ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АЗРФ]","2021","Sever i Rynok: Formirovanie Ekonomiceskogo Poradka","71","1","","98","115","17","0","10.37614/2220-802X.1.2021.71.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151859307&doi=10.37614%2f2220-802X.1.2021.71.008&partnerID=40&md5=800023fea81f6ef662aaa6975d64cbd2","The problem of sustainable economic development of the Russian Arctic, as a unique spatial socioeconomic system that has the most important geostrategic and geo-economic significance, is in the center of constant attention of the state. Vast spaces and the presence of the richest natural resources pose major challenges for Russia associated with the task of their rational development and use of the spatial and logistic potential of the Arctic macroregion. It is obvious that in the conditions of the rapid development of technologies that are transforming the world economy, the competitive development of the Arctic without a new industrialization of industry is not possible. A state policy capable of giving an adequate response to great challenges is only being formed, which actualizes the task of methodological support of the mechanisms for forming a strategy for the new industrialization of the Arctic economy. The article discusses the problems and mechanisms of sustainable economic development of the Russian Arctic, based on the concept of a new industrialization of the Arctic economy. For the formation of an economy of an innovative type, the implementation of entrepreneurial and scientific and technological potential, an effective innovation ecosystem is required. For this, it is proposed to create a world-class scientific and educational center in the Arctic macroregion. Providing a competitive model for the industrial development of the Arctic economy also involves the development of a system of indicators that adequately reflect the level of structural stability of the innovative development of the industrial complex. The quality metric of such stability, in our opinion, can be a modified Herfindahl-Hirschman index, adapted to the problem being solved. © 2021 Journal Office of Chinese School Health(Bengbu)","converged network model; innovation; regional innovation ecosystem; reindustrialization; sustainable economic development; triple helix model","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85151859307"
"Owusu E.K.; Chan A.P.C.; Nani G.; Agymang D.Y.","Owusu, Emmanuel Kingsford (57194559605); Chan, Albert P. C. (56844258500); Nani, Gabriel (55693518300); Agymang, Daniel Y. (57220073699)","57194559605; 56844258500; 55693518300; 57220073699","A Turn to Smart Contracts and Future Applications towards Construction Innovation: A Hybrid-Metric Review","2020","Construction Research Congress 2020: Computer Applications - Selected Papers from the Construction Research Congress 2020","","","","246","257","11","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096811482&partnerID=40&md5=d0bc6ec73b8322e77588c5f839bce788","Research into smart contracts (SC) over the past decade has increased substantially, with colossal efforts stemming from the computer science and engineering domains. As SC remains a relatively new research paradigm for many areas, efforts from the construction management (CM) field has not been noted yet. This study examines the SC research trend right from the publication on the subject matter until 2018. It focuses on the longitudinal examination of SC research in terms of subject area concentration, and countries, contributions towards SC research and the key sources of SC research. The study also attempts to investigate the efforts made by construction management researchers towards the exploration and application of SC in construction management processes. A comprehensive bibliometric search of SC documents generated a search result of 1,002 publications. A total of 182 publications were examined since only peer-reviewed journal papers were considered for this review study. 2018 recorded the highest number of publications (over 400% increase of the previous year, 2017). China, the U.S., and the U.K. have been the leading countries contributing immensely towards SC research. Despite the tremendous efforts over the past decade of SC research, the results show a significant lack of interdisciplinary collaborations among researchers. Moreover, a huge gap of SC research in construction/project management-related domains was identified, revealing the need for critical explorations on SC research and the applicability of SC during the planning, procuring, executing, and managing construction project-related processes. This study is, therefore, intended to incite a deeper engagement in SC research from construction management (CM) researchers, identifying the benefits and challenges of the application of SC systems in CM processes. Thus, contributing to a deepened understanding of SC in CM. © 2020 American Society of Civil Engineers.","Blockchain Technology; Construction Management; Innovation; Smart Contracts","Publishing; Area concentrations; Computer science and engineerings; Construction innovation; Construction management; Construction management process; Construction projects; Future applications; Interdisciplinary collaborations; Project management","Conference paper","Final","","Scopus","2-s2.0-85096811482"
